1.00E+05,72,1.00E+07,5.00E+03,0.281
1.00E+07,40,1.50E+09,825,3.33E+02
5.00E+07,40,3.40E+08,940,6.80E+01
1.00E+07,40,1.05E+09,1000,2.30E+02
1.00E+04,70,2.30E+03,3900,9.20E-05
2.71E+05,69,1.00E+07,5.00E+03,0.281
1.00E+07,40,7.50E+07,1000,1.40E+01
1.00E+07,40,6.00E+09,2080,4.45E+02
